ano,estado,familia,denominacao,quantidade
2003,ACRE,5,00,2,00
2003,ACRE, ,10,00,2,00
2003,ACRE,10,00,19,00
2003,ACRE,20,00,14,00
2003,ACRE,50,00,103,00
2003,ACRE,100,00,11,00
2003,ALAGOAS,5,00,176,00
2003,ALAGOAS, ,10,00,1,00
2003,ALAGOAS,10,00,297,00
2003,ALAGOAS,20,00,722,00
2003,ALAGOAS,50,00,823,00
2003,ALAGOAS,100,00,13,00
2003,AMAPÁ,5,00,5,00
2003,AMAPÁ,10,00,66,00
2003,AMAPÁ,20,00,2,00
2003,AMAPÁ,50,00,130,00
2003,AMAPÁ,100,00,1,00
2003,AMAZONAS,2,00,5,00
2003,AMAZONAS,5,00,201,00
2003,AMAZONAS,10,00,146,00
2003,AMAZONAS,20,00,28,00
2003,AMAZONAS,50,00,308,00
2003,AMAZONAS,100,00,287,00
2003,BAHIA,1,00,1,00
2003,BAHIA,2,00,37,00
2003,BAHIA,5,00,5.244,00
2003,BAHIA, ,10,00,42,00
2003,BAHIA,10,00,8.843,00
2003,BAHIA,20,00,1.788,00
2003,BAHIA,50,00,9.046,00
2003,BAHIA,100,00,41,00
2003,CEARÁ,1,00,1,00
2003,CEARÁ,2,00,10,00
2003,CEARÁ,5,00,320,00
2003,CEARÁ, ,10,00,137,00
2003,CEARÁ,10,00,3.579,00
2003,CEARÁ,20,00,872,00
2003,CEARÁ,50,00,3.225,00
2003,CEARÁ,100,00,9,00
2003,DISTRITO FEDERAL,1,00,2,00
2003,DISTRITO FEDERAL,2,00,21,00
2003,DISTRITO FEDERAL,5,00,4.292,00
2003,DISTRITO FEDERAL, ,10,00,8,00
2003,DISTRITO FEDERAL,10,00,1.831,00
2003,DISTRITO FEDERAL,20,00,1.460,00
2003,DISTRITO FEDERAL,50,00,5.934,00
2003,DISTRITO FEDERAL,100,00,39,00
2003,ESPÍRITO SANTO,1,00,10,00
2003,ESPÍRITO SANTO,2,00,7,00
2003,ESPÍRITO SANTO,5,00,2.225,00
2003,ESPÍRITO SANTO, ,10,00,4,00
2003,ESPÍRITO SANTO,10,00,3.355,00
2003,ESPÍRITO SANTO,20,00,224,00
2003,ESPÍRITO SANTO,50,00,6.335,00
2003,ESPÍRITO SANTO,100,00,5,00
2003,GOIÁS,1,00,18,00
2003,GOIÁS,2,00,19,00
2003,GOIÁS,5,00,8.473,00
2003,GOIÁS, ,10,00,15,00
2003,GOIÁS,10,00,1.522,00
2003,GOIÁS,20,00,875,00
2003,GOIÁS,50,00,7.951,00
2003,GOIÁS,100,00,79,00
2003,MARANHÃO,2,00,3,00
2003,MARANHÃO,5,00,442,00
2003,MARANHÃO, ,10,00,45,00
2003,MARANHÃO,10,00,813,00
2003,MARANHÃO,20,00,327,00
2003,MARANHÃO,50,00,1.096,00
2003,MARANHÃO,100,00,55,00
2003,MATO GROSSO,5,00,712,00
2003,MATO GROSSO, ,10,00,6,00
2003,MATO GROSSO,10,00,530,00
2003,MATO GROSSO,20,00,195,00
2003,MATO GROSSO,50,00,1.543,00
2003,MATO GROSSO,100,00,44,00
2003,MATO GROSSO DO SUL,1,00,2,00
2003,MATO GROSSO DO SUL,2,00,1,00
2003,MATO GROSSO DO SUL,5,00,79,00
2003,MATO GROSSO DO SUL, ,10,00,11,00
2003,MATO GROSSO DO SUL,10,00,1.768,00
2003,MATO GROSSO DO SUL,20,00,78,00
2003,MATO GROSSO DO SUL,50,00,5.617,00
2003,MATO GROSSO DO SUL,100,00,37,00
2003,MINAS GERAIS,1,00,25,00
2003,MINAS GERAIS,2,00,83,00
2003,MINAS GERAIS,5,00,11.506,00
2003,MINAS GERAIS, ,10,00,57,00
2003,MINAS GERAIS,10,00,12.973,00
2003,MINAS GERAIS,20,00,6.885,00
2003,MINAS GERAIS,50,00,33.820,00
2003,MINAS GERAIS,100,00,210,00
2003,NAO INFORMADO,5,00,3,00
2003,NAO INFORMADO,20,00,1,00
2003,NAO INFORMADO,50,00,1,00
2003,PARÁ,1,00,1,00
2003,PARÁ,2,00,15,00
2003,PARÁ,5,00,1.158,00
2003,PARÁ, ,10,00,6,00
2003,PARÁ,10,00,1.487,00
2003,PARÁ,20,00,481,00
2003,PARÁ,50,00,1.864,00
2003,PARÁ,100,00,145,00
2003,PARAÍBA,2,00,9,00
2003,PARAÍBA,5,00,289,00
2003,PARAÍBA, ,10,00,2,00
2003,PARAÍBA,10,00,934,00
2003,PARAÍBA,20,00,304,00
2003,PARAÍBA,50,00,1.164,00
2003,PARAÍBA,100,00,23,00
2003,PARANÁ,1,00,7,00
2003,PARANÁ,2,00,47,00
2003,PARANÁ,5,00,1.918,00
2003,PARANÁ, ,10,00,1.159,00
2003,PARANÁ,10,00,9.645,00
2003,PARANÁ,20,00,3.273,00
2003,PARANÁ,50,00,26.426,00
2003,PARANÁ,100,00,123,00
2003,PERNAMBUCO,1,00,107,00
2003,PERNAMBUCO,2,00,132,00
2003,PERNAMBUCO,5,00,4.152,00
2003,PERNAMBUCO, ,10,00,23,00
2003,PERNAMBUCO,10,00,4.610,00
2003,PERNAMBUCO,20,00,2.556,00
2003,PERNAMBUCO,50,00,8.031,00
2003,PERNAMBUCO,100,00,69,00
2003,PIAUÍ,2,00,2,00
2003,PIAUÍ,5,00,419,00
2003,PIAUÍ, ,10,00,144,00
2003,PIAUÍ,10,00,463,00
2003,PIAUÍ,20,00,300,00
2003,PIAUÍ,50,00,1.188,00
2003,PIAUÍ,100,00,12,00
2003,RIO DE JANEIRO,1,00,11,00
2003,RIO DE JANEIRO,2,00,81,00
2003,RIO DE JANEIRO,5,00,2.978,00
2003,RIO DE JANEIRO, ,10,00,141,00
2003,RIO DE JANEIRO,10,00,19.295,00
2003,RIO DE JANEIRO,20,00,5.954,00
2003,RIO DE JANEIRO,50,00,48.545,00
2003,RIO DE JANEIRO,100,00,160,00
2003,RIO GRANDE DO NORTE,5,00,967,00
2003,RIO GRANDE DO NORTE, ,10,00,6,00
2003,RIO GRANDE DO NORTE,10,00,2.258,00
2003,RIO GRANDE DO NORTE,20,00,317,00
2003,RIO GRANDE DO NORTE,50,00,726,00
2003,RIO GRANDE DO NORTE,100,00,129,00
2003,RIO GRANDE DO SUL,1,00,27,00
2003,RIO GRANDE DO SUL,2,00,362,00
2003,RIO GRANDE DO SUL,5,00,2.837,00
2003,RIO GRANDE DO SUL, ,10,00,29,00
2003,RIO GRANDE DO SUL,10,00,8.643,00
2003,RIO GRANDE DO SUL,20,00,1.134,00
2003,RIO GRANDE DO SUL,50,00,15.750,00
2003,RIO GRANDE DO SUL,100,00,95,00
2003,RONDÔNIA,5,00,60,00
2003,RONDÔNIA, ,10,00,19,00
2003,RONDÔNIA,10,00,430,00
2003,RONDÔNIA,20,00,120,00
2003,RONDÔNIA,50,00,949,00
2003,RONDÔNIA,100,00,75,00
2003,RORAIMA,10,00,7,00
2003,RORAIMA,20,00,2,00
2003,RORAIMA,50,00,147,00
2003,RORAIMA,100,00,5,00
2003,SANTA CATARINA,1,00,1,00
2003,SANTA CATARINA,2,00,11,00
2003,SANTA CATARINA,5,00,438,00
2003,SANTA CATARINA, ,10,00,24,00
2003,SANTA CATARINA,10,00,3.236,00
2003,SANTA CATARINA,20,00,1.207,00
2003,SANTA CATARINA,50,00,11.373,00
2003,SANTA CATARINA,100,00,49,00
2003,SÃO PAULO,1,00,41,00
2003,SÃO PAULO,2,00,70,00
2003,SÃO PAULO,5,00,8.890,00
2003,SÃO PAULO, ,10,00,974,00
2003,SÃO PAULO,10,00,46.284,00
2003,SÃO PAULO,20,00,22.140,00
2003,SÃO PAULO,50,00,103.334,00
2003,SÃO PAULO,100,00,1.017,00
2003,SERGIPE,2,00,62,00
2003,SERGIPE,5,00,966,00
2003,SERGIPE, ,10,00,2,00
2003,SERGIPE,10,00,599,00
2003,SERGIPE,20,00,229,00
2003,SERGIPE,50,00,1.056,00
2003,SERGIPE,100,00,3,00
2003,TOCANTINS,2,00,1,00
2003,TOCANTINS,5,00,677,00
2003,TOCANTINS,10,00,92,00
2003,TOCANTINS,20,00,109,00
2003,TOCANTINS,50,00,822,00
2003,TOCANTINS,100,00,4,00
2004,ACRE,5,00,1,00
2004,ACRE,10,00,53,00
2004,ACRE,20,00,6,00
2004,ACRE,50,00,66,00
2004,ACRE,100,00,14,00
2004,ALAGOAS,2,00,3,00
2004,ALAGOAS,5,00,71,00
2004,ALAGOAS,10,00,219,00
2004,ALAGOAS,20,00,693,00
2004,ALAGOAS,50,00,1.647,00
2004,ALAGOAS,100,00,6,00
2004,AMAPÁ,5,00,6,00
2004,AMAPÁ, ,10,00,1,00
2004,AMAPÁ,10,00,35,00
2004,AMAPÁ,20,00,62,00
2004,AMAPÁ,50,00,69,00
2004,AMAPÁ,100,00,1,00
2004,AMAZONAS,2,00,5,00
2004,AMAZONAS,5,00,34,00
2004,AMAZONAS, ,10,00,160,00
2004,AMAZONAS,10,00,374,00
2004,AMAZONAS,20,00,27,00
2004,AMAZONAS,50,00,284,00
2004,AMAZONAS,100,00,105,00
2004,BAHIA,1,00,5,00
2004,BAHIA,2,00,10,00
2004,BAHIA,5,00,1.467,00
2004,BAHIA, ,10,00,92,00
2004,BAHIA,10,00,2.842,00
2004,BAHIA,20,00,2.683,00
2004,BAHIA,50,00,6.060,00
2004,BAHIA,100,00,20,00
2004,CEARÁ,1,00,1,00
2004,CEARÁ,2,00,4,00
2004,CEARÁ,5,00,123,00
2004,CEARÁ, ,10,00,134,00
2004,CEARÁ,10,00,3.020,00
2004,CEARÁ,20,00,906,00
2004,CEARÁ,50,00,4.183,00
2004,CEARÁ,100,00,12,00
2004,DISTRITO FEDERAL,1,00,2,00
2004,DISTRITO FEDERAL,2,00,16,00
2004,DISTRITO FEDERAL,5,00,2.823,00
2004,DISTRITO FEDERAL, ,10,00,241,00
2004,DISTRITO FEDERAL,10,00,5.865,00
2004,DISTRITO FEDERAL,20,00,1.781,00
2004,DISTRITO FEDERAL,50,00,9.529,00
2004,DISTRITO FEDERAL,100,00,40,00
2004,ESPÍRITO SANTO,1,00,6,00
2004,ESPÍRITO SANTO,2,00,6,00
2004,ESPÍRITO SANTO,5,00,1.108,00
2004,ESPÍRITO SANTO, ,10,00,2,00
2004,ESPÍRITO SANTO,10,00,647,00
2004,ESPÍRITO SANTO,20,00,459,00
2004,ESPÍRITO SANTO,50,00,1.762,00
2004,ESPÍRITO SANTO,100,00,6,00
2004,GOIÁS,1,00,6,00
2004,GOIÁS,2,00,40,00
2004,GOIÁS,5,00,2.412,00
2004,GOIÁS, ,10,00,101,00
2004,GOIÁS,10,00,3.295,00
2004,GOIÁS,20,00,2.011,00
2004,GOIÁS,50,00,13.750,00
2004,GOIÁS,100,00,73,00
2004,MARANHÃO,1,00,1,00
2004,MARANHÃO,2,00,3,00
2004,MARANHÃO,5,00,473,00
2004,MARANHÃO, ,10,00,31,00
2004,MARANHÃO,10,00,357,00
2004,MARANHÃO,20,00,280,00
2004,MARANHÃO,50,00,2.172,00
2004,MARANHÃO,100,00,4,00
2004,MATO GROSSO,1,00,1,00
2004,MATO GROSSO,2,00,2,00
2004,MATO GROSSO,5,00,284,00
2004,MATO GROSSO, ,10,00,9,00
2004,MATO GROSSO,10,00,406,00
2004,MATO GROSSO,20,00,123,00
2004,MATO GROSSO,50,00,2.535,00
2004,MATO GROSSO,100,00,28,00
2004,MATO GROSSO DO SUL,1,00,1,00
2004,MATO GROSSO DO SUL,2,00,1,00
2004,MATO GROSSO DO SUL,5,00,177,00
2004,MATO GROSSO DO SUL, ,10,00,21,00
2004,MATO GROSSO DO SUL,10,00,621,00
2004,MATO GROSSO DO SUL,20,00,97,00
2004,MATO GROSSO DO SUL,50,00,3.351,00
2004,MATO GROSSO DO SUL,100,00,10,00
2004,MINAS GERAIS,1,00,30,00
2004,MINAS GERAIS,2,00,64,00
2004,MINAS GERAIS,5,00,4.945,00
2004,MINAS GERAIS, ,10,00,79,00
2004,MINAS GERAIS,10,00,10.190,00
2004,MINAS GERAIS,20,00,13.696,00
2004,MINAS GERAIS,50,00,29.344,00
2004,MINAS GERAIS,100,00,139,00
2004,NAO INFORMADO,5,00,2,00
2004,NAO INFORMADO, ,10,00,1,00
2004,NAO INFORMADO,10,00,12,00
2004,NAO INFORMADO,20,00,7,00
2004,NAO INFORMADO,50,00,24,00
2004,PARÁ,2,00,3,00
2004,PARÁ,5,00,287,00
2004,PARÁ, ,10,00,29,00
2004,PARÁ,10,00,2.774,00
2004,PARÁ,20,00,332,00
2004,PARÁ,50,00,3.799,00
2004,PARÁ,100,00,25,00
2004,PARAÍBA,1,00,2,00
2004,PARAÍBA,2,00,2,00
2004,PARAÍBA,5,00,115,00
2004,PARAÍBA, ,10,00,8,00
2004,PARAÍBA,10,00,378,00
2004,PARAÍBA,20,00,519,00
2004,PARAÍBA,50,00,2.290,00
2004,PARAÍBA,100,00,16,00
2004,PARANÁ,1,00,14,00
2004,PARANÁ,2,00,32,00
2004,PARANÁ,5,00,837,00
2004,PARANÁ, ,10,00,4.644,00
2004,PARANÁ,10,00,5.283,00
2004,PARANÁ,20,00,1.357,00
2004,PARANÁ,50,00,25.531,00
2004,PARANÁ,100,00,54,00
2004,PERNAMBUCO,1,00,11,00
2004,PERNAMBUCO,2,00,286,00
2004,PERNAMBUCO,5,00,1.326,00
2004,PERNAMBUCO, ,10,00,99,00
2004,PERNAMBUCO,10,00,3.219,00
2004,PERNAMBUCO,20,00,3.780,00
2004,PERNAMBUCO,50,00,9.916,00
2004,PERNAMBUCO,100,00,38,00
2004,PIAUÍ,2,00,8,00
2004,PIAUÍ,5,00,332,00
2004,PIAUÍ, ,10,00,115,00
2004,PIAUÍ,10,00,443,00
2004,PIAUÍ,20,00,394,00
2004,PIAUÍ,50,00,2.072,00
2004,PIAUÍ,100,00,7,00
2004,RIO DE JANEIRO,1,00,7,00
2004,RIO DE JANEIRO,2,00,34,00
2004,RIO DE JANEIRO,5,00,2.168,00
2004,RIO DE JANEIRO, ,10,00,103,00
2004,RIO DE JANEIRO,10,00,30.719,00
2004,RIO DE JANEIRO,20,00,15.910,00
2004,RIO DE JANEIRO,50,00,29.015,00
2004,RIO DE JANEIRO,100,00,628,00
2004,RIO GRANDE DO NORTE,2,00,4,00
2004,RIO GRANDE DO NORTE,5,00,352,00
2004,RIO GRANDE DO NORTE, ,10,00,213,00
2004,RIO GRANDE DO NORTE,10,00,262,00
2004,RIO GRANDE DO NORTE,20,00,254,00
2004,RIO GRANDE DO NORTE,50,00,1.264,00
2004,RIO GRANDE DO NORTE,100,00,31,00
2004,RIO GRANDE DO SUL,1,00,20,00
2004,RIO GRANDE DO SUL,2,00,384,00
2004,RIO GRANDE DO SUL,5,00,5.122,00
2004,RIO GRANDE DO SUL, ,10,00,260,00
2004,RIO GRANDE DO SUL,10,00,7.666,00
2004,RIO GRANDE DO SUL,20,00,2.872,00
2004,RIO GRANDE DO SUL,50,00,18.035,00
2004,RIO GRANDE DO SUL,100,00,197,00
2004,RONDÔNIA,1,00,4,00
2004,RONDÔNIA,5,00,33,00
2004,RONDÔNIA, ,10,00,3,00
2004,RONDÔNIA,10,00,134,00
2004,RONDÔNIA,20,00,55,00
2004,RONDÔNIA,50,00,892,00
2004,RONDÔNIA,100,00,172,00
2004,RORAIMA,5,00,2,00
2004,RORAIMA, ,10,00,1,00
2004,RORAIMA,10,00,11,00
2004,RORAIMA,50,00,120,00
2004,RORAIMA,100,00,4,00
2004,SANTA CATARINA,1,00,3,00
2004,SANTA CATARINA,2,00,17,00
2004,SANTA CATARINA,5,00,279,00
2004,SANTA CATARINA, ,10,00,585,00
2004,SANTA CATARINA,10,00,1.070,00
2004,SANTA CATARINA,20,00,847,00
2004,SANTA CATARINA,50,00,8.675,00
2004,SANTA CATARINA,100,00,23,00
2004,SÃO PAULO,1,00,56,00
2004,SÃO PAULO,2,00,126,00
2004,SÃO PAULO,5,00,3.628,00
2004,SÃO PAULO, ,10,00,1.439,00
2004,SÃO PAULO,10,00,25.234,00
2004,SÃO PAULO,20,00,21.904,00
2004,SÃO PAULO,50,00,101.846,00
2004,SÃO PAULO,100,00,546,00
2004,SERGIPE,1,00,2,00
2004,SERGIPE,2,00,9,00
2004,SERGIPE,5,00,917,00
2004,SERGIPE, ,10,00,2,00
2004,SERGIPE,10,00,206,00
2004,SERGIPE,20,00,345,00
2004,SERGIPE,50,00,1.722,00
2004,TOCANTINS,2,00,2,00
2004,TOCANTINS,5,00,190,00
2004,TOCANTINS,10,00,394,00
2004,TOCANTINS,20,00,75,00
2004,TOCANTINS,50,00,773,00
2004,TOCANTINS,100,00,6,00
2005,ACRE,5,00,1,00
2005,ACRE, ,10,00,4,00
2005,ACRE,10,00,79,00
2005,ACRE,20,00,98,00
2005,ACRE,50,00,279,00
2005,ACRE,100,00,14,00
2005,ALAGOAS,5,00,373,00
2005,ALAGOAS, ,10,00,14,00
2005,ALAGOAS,10,00,381,00
2005,ALAGOAS,20,00,698,00
2005,ALAGOAS,50,00,1.730,00
2005,ALAGOAS,100,00,3,00
2005,AMAPÁ,5,00,2,00
2005,AMAPÁ,10,00,15,00
2005,AMAPÁ,20,00,6,00
2005,AMAPÁ,50,00,94,00
2005,AMAPÁ,100,00,2,00
2005,AMAZONAS,1,00,5,00
2005,AMAZONAS,2,00,21,00
2005,AMAZONAS,5,00,97,00
2005,AMAZONAS, ,10,00,1.867,00
2005,AMAZONAS,10,00,617,00
2005,AMAZONAS,20,00,22,00
2005,AMAZONAS,50,00,1.473,00
2005,AMAZONAS,100,00,94,00
2005,BAHIA,1,00,5,00
2005,BAHIA,2,00,95,00
2005,BAHIA,5,00,1.436,00
2005,BAHIA, ,10,00,117,00
2005,BAHIA,10,00,3.652,00
2005,BAHIA,20,00,1.933,00
2005,BAHIA,50,00,10.663,00
2005,BAHIA,100,00,73,00
2005,CEARÁ,2,00,6,00
2005,CEARÁ,5,00,354,00
2005,CEARÁ, ,10,00,323,00
2005,CEARÁ,10,00,4.204,00
2005,CEARÁ,20,00,969,00
2005,CEARÁ,50,00,4.985,00
2005,CEARÁ,100,00,19,00
2005,DISTRITO FEDERAL,1,00,5,00
2005,DISTRITO FEDERAL,2,00,29,00
2005,DISTRITO FEDERAL,5,00,1.454,00
2005,DISTRITO FEDERAL, ,10,00,63,00
2005,DISTRITO FEDERAL,10,00,2.903,00
2005,DISTRITO FEDERAL,20,00,667,00
2005,DISTRITO FEDERAL,50,00,7.537,00
2005,DISTRITO FEDERAL,100,00,15,00
2005,ESPÍRITO SANTO,1,00,8,00
2005,ESPÍRITO SANTO,2,00,20,00
2005,ESPÍRITO SANTO,5,00,303,00
2005,ESPÍRITO SANTO, ,10,00,132,00
2005,ESPÍRITO SANTO,10,00,949,00
2005,ESPÍRITO SANTO,20,00,497,00
2005,ESPÍRITO SANTO,50,00,2.086,00
2005,ESPÍRITO SANTO,100,00,19,00
2005,GOIÁS,1,00,2,00
2005,GOIÁS,2,00,31,00
2005,GOIÁS,5,00,11.693,00
2005,GOIÁS, ,10,00,56,00
2005,GOIÁS,10,00,2.326,00
2005,GOIÁS,20,00,520,00
2005,GOIÁS,50,00,10.376,00
2005,GOIÁS,100,00,41,00
2005,MARANHÃO,1,00,2,00
2005,MARANHÃO,2,00,12,00
2005,MARANHÃO,5,00,289,00
2005,MARANHÃO, ,10,00,21,00
2005,MARANHÃO,10,00,979,00
2005,MARANHÃO,20,00,483,00
2005,MARANHÃO,50,00,2.803,00
2005,MARANHÃO,100,00,11,00
2005,MATO GROSSO,1,00,1,00
2005,MATO GROSSO,2,00,3,00
2005,MATO GROSSO,5,00,254,00
2005,MATO GROSSO, ,10,00,42,00
2005,MATO GROSSO,10,00,251,00
2005,MATO GROSSO,20,00,124,00
2005,MATO GROSSO,50,00,3.535,00
2005,MATO GROSSO,100,00,113,00
2005,MATO GROSSO DO SUL,1,00,2,00
2005,MATO GROSSO DO SUL,2,00,17,00
2005,MATO GROSSO DO SUL,5,00,147,00
2005,MATO GROSSO DO SUL, ,10,00,40,00
2005,MATO GROSSO DO SUL,10,00,1.149,00
2005,MATO GROSSO DO SUL,20,00,60,00
2005,MATO GROSSO DO SUL,50,00,5.497,00
2005,MATO GROSSO DO SUL,100,00,16,00
2005,MINAS GERAIS,1,00,19,00
2005,MINAS GERAIS,2,00,85,00
2005,MINAS GERAIS,5,00,2.784,00
2005,MINAS GERAIS, ,10,00,1.361,00
2005,MINAS GERAIS,10,00,12.138,00
2005,MINAS GERAIS,20,00,4.329,00
2005,MINAS GERAIS,50,00,27.596,00
2005,MINAS GERAIS,100,00,464,00
2005,NAO INFORMADO,5,00,3,00
2005,NAO INFORMADO, ,10,00,1,00
2005,NAO INFORMADO,10,00,30,00
2005,NAO INFORMADO,20,00,1,00
2005,NAO INFORMADO,50,00,51,00
2005,PARÁ,1,00,1,00
2005,PARÁ,2,00,6,00
2005,PARÁ,5,00,96,00
2005,PARÁ, ,10,00,149,00
2005,PARÁ,10,00,2.228,00
2005,PARÁ,20,00,409,00
2005,PARÁ,50,00,2.369,00
2005,PARÁ,100,00,16,00
2005,PARAÍBA,2,00,23,00
2005,PARAÍBA,5,00,183,00
2005,PARAÍBA, ,10,00,13,00
2005,PARAÍBA,10,00,305,00
2005,PARAÍBA,20,00,382,00
2005,PARAÍBA,50,00,1.922,00
2005,PARAÍBA,100,00,9,00
2005,PARANÁ,1,00,29,00
2005,PARANÁ,2,00,76,00
2005,PARANÁ,5,00,630,00
2005,PARANÁ, ,10,00,2.089,00
2005,PARANÁ,10,00,2.245,00
2005,PARANÁ,20,00,685,00
2005,PARANÁ,50,00,14.817,00
2005,PARANÁ,100,00,56,00
2005,PERNAMBUCO,1,00,7,00
2005,PERNAMBUCO,2,00,48,00
2005,PERNAMBUCO,5,00,475,00
2005,PERNAMBUCO, ,10,00,87,00
2005,PERNAMBUCO,10,00,1.376,00
2005,PERNAMBUCO,20,00,2.441,00
2005,PERNAMBUCO,50,00,6.690,00
2005,PERNAMBUCO,100,00,22,00
2005,PIAUÍ,1,00,3,00
2005,PIAUÍ,2,00,8,00
2005,PIAUÍ,5,00,363,00
2005,PIAUÍ, ,10,00,45,00
2005,PIAUÍ,10,00,694,00
2005,PIAUÍ,20,00,299,00
2005,PIAUÍ,50,00,2.443,00
2005,PIAUÍ,100,00,7,00
2005,RIO DE JANEIRO,1,00,30,00
2005,RIO DE JANEIRO,2,00,56,00
2005,RIO DE JANEIRO,5,00,1.547,00
2005,RIO DE JANEIRO, ,10,00,433,00
2005,RIO DE JANEIRO,10,00,12.646,00
2005,RIO DE JANEIRO,20,00,3.980,00
2005,RIO DE JANEIRO,50,00,25.698,00
2005,RIO DE JANEIRO,100,00,2.430,00
2005,RIO GRANDE DO NORTE,1,00,1,00
2005,RIO GRANDE DO NORTE,2,00,11,00
2005,RIO GRANDE DO NORTE,5,00,220,00
2005,RIO GRANDE DO NORTE, ,10,00,22,00
2005,RIO GRANDE DO NORTE,10,00,541,00
2005,RIO GRANDE DO NORTE,20,00,166,00
2005,RIO GRANDE DO NORTE,50,00,1.462,00
2005,RIO GRANDE DO NORTE,100,00,9,00
2005,RIO GRANDE DO SUL,1,00,17,00
2005,RIO GRANDE DO SUL,2,00,94,00
2005,RIO GRANDE DO SUL,5,00,2.345,00
2005,RIO GRANDE DO SUL, ,10,00,207,00
2005,RIO GRANDE DO SUL,10,00,8.763,00
2005,RIO GRANDE DO SUL,20,00,2.340,00
2005,RIO GRANDE DO SUL,50,00,20.034,00
2005,RIO GRANDE DO SUL,100,00,558,00
2005,RONDÔNIA,2,00,2,00
2005,RONDÔNIA,5,00,76,00
2005,RONDÔNIA, ,10,00,37,00
2005,RONDÔNIA,10,00,188,00
2005,RONDÔNIA,20,00,303,00
2005,RONDÔNIA,50,00,1.194,00
2005,RONDÔNIA,100,00,65,00
2005,RORAIMA,5,00,6,00
2005,RORAIMA, ,10,00,197,00
2005,RORAIMA,10,00,14,00
2005,RORAIMA,20,00,1,00
2005,RORAIMA,50,00,60,00
2005,RORAIMA,100,00,39,00
2005,SANTA CATARINA,1,00,7,00
2005,SANTA CATARINA,2,00,12,00
2005,SANTA CATARINA,5,00,372,00
2005,SANTA CATARINA, ,10,00,479,00
2005,SANTA CATARINA,10,00,1.004,00
2005,SANTA CATARINA,20,00,413,00
2005,SANTA CATARINA,50,00,5.899,00
2005,SANTA CATARINA,100,00,236,00
2005,SÃO PAULO,1,00,92,00
2005,SÃO PAULO,2,00,163,00
2005,SÃO PAULO,5,00,5.111,00
2005,SÃO PAULO, ,10,00,12.266,00
2005,SÃO PAULO,10,00,19.786,00
2005,SÃO PAULO,20,00,14.253,00
2005,SÃO PAULO,50,00,110.917,00
2005,SÃO PAULO,100,00,1.051,00
2005,SERGIPE,1,00,1,00
2005,SERGIPE,5,00,455,00
2005,SERGIPE, ,10,00,7,00
2005,SERGIPE,10,00,319,00
2005,SERGIPE,20,00,258,00
2005,SERGIPE,50,00,1.391,00
2005,SERGIPE,100,00,2,00
2005,TOCANTINS,5,00,111,00
2005,TOCANTINS, ,10,00,1,00
2005,TOCANTINS,10,00,78,00
2005,TOCANTINS,20,00,31,00
2005,TOCANTINS,50,00,821,00
2005,TOCANTINS,100,00,1,00
2006,ACRE,1,00,2,00
2006,ACRE,5,00,11,00
2006,ACRE,10,00,24,00
2006,ACRE,20,00,24,00
2006,ACRE,50,00,552,00
2006,ACRE,100,00,2,00
2006,ALAGOAS,2,00,2,00
2006,ALAGOAS,5,00,344,00
2006,ALAGOAS, ,10,00,10,00
2006,ALAGOAS,10,00,1.543,00
2006,ALAGOAS,20,00,238,00
2006,ALAGOAS,50,00,3.265,00
2006,ALAGOAS,100,00,44,00
2006,AMAPÁ,2,00,2,00
2006,AMAPÁ,5,00,1,00
2006,AMAPÁ, ,10,00,2,00
2006,AMAPÁ,10,00,15,00
2006,AMAPÁ,20,00,6,00
2006,AMAPÁ,50,00,36,00
2006,AMAZONAS,1,00,3,00
2006,AMAZONAS,2,00,21,00
2006,AMAZONAS,5,00,108,00
2006,AMAZONAS, ,10,00,118,00
2006,AMAZONAS,10,00,332,00
2006,AMAZONAS,20,00,32,00
2006,AMAZONAS,50,00,481,00
2006,AMAZONAS,100,00,44,00
2006,BAHIA,1,00,5,00
2006,BAHIA,2,00,51,00
2006,BAHIA,5,00,1.383,00
2006,BAHIA, ,10,00,241,00
2006,BAHIA,10,00,7.658,00
2006,BAHIA,20,00,569,00
2006,BAHIA,50,00,16.445,00
2006,BAHIA,100,00,66,00
2006,CEARÁ,1,00,2,00
2006,CEARÁ,2,00,7,00
2006,CEARÁ,5,00,226,00
2006,CEARÁ, ,10,00,411,00
2006,CEARÁ,10,00,3.566,00
2006,CEARÁ,20,00,465,00
2006,CEARÁ,50,00,5.825,00
2006,CEARÁ,100,00,15,00
2006,DISTRITO FEDERAL,1,00,6,00
2006,DISTRITO FEDERAL,2,00,362,00
2006,DISTRITO FEDERAL,5,00,978,00
2006,DISTRITO FEDERAL, ,10,00,27,00
2006,DISTRITO FEDERAL,10,00,4.726,00
2006,DISTRITO FEDERAL,20,00,536,00
2006,DISTRITO FEDERAL,50,00,14.911,00
2006,DISTRITO FEDERAL,100,00,59,00
2006,ESPÍRITO SANTO,1,00,6,00
2006,ESPÍRITO SANTO,2,00,45,00
2006,ESPÍRITO SANTO,5,00,348,00
2006,ESPÍRITO SANTO, ,10,00,265,00
2006,ESPÍRITO SANTO,10,00,1.345,00
2006,ESPÍRITO SANTO,20,00,131,00
2006,ESPÍRITO SANTO,50,00,3.071,00
2006,ESPÍRITO SANTO,100,00,22,00
2006,GOIÁS,1,00,7,00
2006,GOIÁS,2,00,136,00
2006,GOIÁS,5,00,653,00
2006,GOIÁS, ,10,00,46,00
2006,GOIÁS,10,00,7.079,00
